Date,Record Number,Record Type,Address,Description,Project Name,Status,Short Notes
10/1/2020,CE20-0774,Enforcement Case,"1331 WRIGHT ST, SANTA ROSA CA 95404",Very tall pine tree that is dead and dried out poses fire hazard.,ZRM - Residential Miscellaneous,Closed,
10/1/2020,CE20-0773,Enforcement Case,"1018 BELLEVUE AVE, SANTA ROSA CA 95407",Quail Run apartments garbage bins can't fit in enclosures because trash is piled on the ground inside the enclosures.  Trash includes food and used toilets.  Bins block driving lane(s).UPDATE 9-28-2020: Received several more complaints about the same.,ZRTD - Residential Trash & Debris,In Progress,
10/1/2020,CE20-0772,Enforcement Case,"2863 W STEELE LN, SANTA ROSA CA 95403",ROOSTERS AND AROUND A DOZEN CHICKENS.,ZRA - RESIDENTIAL ANIMAL VIOLATION,Closed,
10/1/2020,CE20-0771,Enforcement Case,"2225 SUNRISE AVE, SANTA ROSA CA 95409",Overgrown vegetation. Accumulated garbage. Broken down vehicles.,ZRM - Residential Miscellaneous; ZRTD - Residential Trash and Debris; ZRVS - Residential Vehicular,In Progress,
10/1/2020,CE20-0770,Enforcement Case,"1009 SILVA AVE, SANTA ROSA CA 95404","RATS FECES, OTHER FECES AND EXPOSED WIRES IN THE ATTIC. PER AN ATTIC CREW INSPECTOR HE DID NOT FEEL THE HOUSE WAS SAFE TO LIVE IN AND SUGGESTED TAPING THE VENTS.",HRS - SUBSTANDARD HOUSING,Closed,
10/1/2020,CE20-0769,Enforcement Case,"3450 LAKE PARK DR, SANTA ROSA CA 95403","Overgrown vegetation on pedestrian path, homeless encampments",ZCM - Commercial Miscellaneous,Open,
10/1/2020,CE20-0768,Enforcement Case,"57 BRIAR BUSH WAY, SANTA ROSA CA 95407",VEHICLE CRASHED INTO THE SIDE OF THE HOUSE.,ECO - EMERGENCY CALL OUT,Investigate,
10/1/2020,CE20-0767,Enforcement Case,"1804 ARBOR CIR, SANTA ROSA CA 95403",Overgrown pedestrian path with homeless encampments,ZCM - Commercial Miscellaneous,In Progress,
10/1/2020,CE20-0766,Enforcement Case,"4785 HWY 12, SANTA ROSA CA 95409",UNSAFE STORAGE OF ITEMS AND A SUBSTANTIAL AMOUNT OF WEEDS. WEED ABATEMENT DONE BY SRFD.,ZCTD - COMMERCIAL TRASH AND DEBRIS,Investigate,
9/30/2020,CE20-0765,Enforcement Case,"1650 LANCE DR, B, SANTA ROSA CA 95401",Cannabis grow in an apartment.UPDATE 10/26/2020 - Large structure being constructed within the setbacks allegedly for a cannabis grow.,CRR - CANNABIS RELATED RESPONSE,In Progress,
9/30/2020,CE20-0764,Enforcement Case,"739 PLACER CT, SANTA ROSA CA 95401",Unauthorized removal/cutting of vegetation on city property (A Place to Play).,ZRM - Residential Miscellaneous,Closed,
9/30/2020,CE20-0763,Enforcement Case,"103 LINCOLN ST, SANTA ROSA CA 95401",Feral chickens ruining landscaping and causing a traffic hazard when they're in the road.,ZRA - RESIDENTIAL ANIMAL VIOLATION,Closed,
9/30/2020,CE20-0762,Enforcement Case,"2022 MARBLE ST, SANTA ROSA CA 95407",Unpermitted enclosed structure being built right in back of the house possibly to grow more cannabis. Currently growing a lot of cannabis in their back yard.,BRNP - BUILDING RESIDENTIAL - NO PERMIT; CRR - CANNABIS RELATED RESPONSE,In Progress,
9/29/2020,CE20-0761,Enforcement Case,"2785 SANTA ROSA AVE, SANTA ROSA CA 95407",illegal camping and van parked on corner of property,ZCTD - Zoning Trash and Debris,In Progress,
9/25/2020,CE20-0760,Enforcement Case,"2084 MT OLIVE WAY, SANTA ROSA CA 95404",Overgrown shrubbery blocks sidewalk.,ZRM - Residential Miscellaneous,In Progress,
9/25/2020,CE20-0759,Enforcement Case,"21 PIERSON ST, SANTA ROSA CA 95401",Rat infestation.  Cracked bathroom floor tiles.  Fan above stove not working.,HRS - Substandard Housing,Closed,
9/25/2020,CE20-0758,Enforcement Case,"1390 CADENCE WAY, SANTA ROSA CA 95401",Cannabis smell is overwhelming.,CRR - Cannabis Related Response,Investigate,
9/25/2020,CE20-0757,Enforcement Case,"2482 WESTPOINT PL, SANTA ROSA CA 95401",Cannabis smell is overwhelming.,CRR - Cannabis Related Response,In Progress,
9/25/2020,CE20-0756,Enforcement Case,"1611 PEPPERGRASS ST, SANTA ROSA CA 95403",CONSTRUCTION NOISE PRIOR TO 7AM.,ZRM - Residential Miscellaneous,Closed,
9/25/2020,CE20-0755,Enforcement Case,"5231 MONTE VERDE DR, SANTA ROSA CA 95409","Chickens, roosters, turkeys, ducks at this address attracting a lot of rats.Additional complaint of overgrown vegetation, trash and debris in rear yard",ZRA - Residential Animal Violation,Closed,
9/25/2020,CE20-0754,Enforcement Case,,"New fence looks to be over 6ft high, will block view of traffic. No permit",ZRM - Residential Miscellaneous,In Progress,
9/25/2020,CE20-0753,Enforcement Case,"930 EMMY LOU CT, SANTA ROSA CA 95407","Residents have chickens, ducks, and other birds in a cage.",ZRA - Residential Animal Violation,Closed,
9/25/2020,CE20-0752,Enforcement Case,"2046 W HEARN AVE, SANTA ROSA CA 95407",ADU discharging gray water into storm drain; outdoor cannabis grow.,ZRM - Residential Miscellaneous; CRR - Cannabis Related Response,In Progress,
9/23/2020,CE20-0751,Enforcement Case,"3015 CARVEL DR, SANTA ROSA CA 95405",Trailer in driveway more than 72 hours.,ZRVS - Residential Vehicular,Investigate,
9/23/2020,CE20-0750,Enforcement Case,"1311 GUERNEVILLE RD, SANTA ROSA CA 95403",Low tree branch on EB W Steele about 100 feet before W Steele/Range intersection.  Complainant states branch hits trucks passing by.,ZCM - Commercial Miscellaneous,Closed,
9/22/2020,CE20-0749,Enforcement Case,"2581 SEBASTOPOL RD, SANTA ROSA CA 95407","Residents smoke cannabis in homes, in their outdoor patios, and on common ground despite the townhomes being in a smoke free zone.",ZRM - Residential Miscellaneous,Closed,
9/22/2020,CE20-0748,Enforcement Case,"2430 DUNAWAY DR, SANTA ROSA CA 95403",Resident growing appx 30 plants in backyard.  Possibly operating a dispensary out of the home.,CRR - Cannabis Related Response,Closed,
9/22/2020,CE20-0747,Enforcement Case,"800 SANTA ROSA PLZ, SANTA ROSA CA 95401","8 dried, dead and dangerous redwood trees.",ZCM - Commercial Miscellaneous,In Progress,
9/22/2020,CE20-0746,Enforcement Case,"4213 BROOKSHIRE CIR, SANTA ROSA CA 95405","Residents cultivating cannabis outdoors ""in excess of two mature plants.""",CRR - Cannabis Related Response,Closed,
9/22/2020,CE20-0745,Enforcement Case,"6132 BRIDGEWOOD DR, SANTA ROSA CA 95409","Boxes of junk stacked against front of house and along fence line.  Rodents and cockroaches present. Overgrown vegetation. Dormant vehicle in driveway. Feces inside, and household items piled almost to the ceiling.","ZRTD, ZRVS, HRS - Residential Trash & Debris, Residential Vehicular, Substandard Housing",In Progress,
9/21/2020,CE20-0744,Enforcement Case,"2445 APPLETREE DR, SANTA ROSA CA 95403",3 Magnolia trees dying; corner of Appletree and Yardley,ZRM - Residential Miscellaneous,Closed,
9/21/2020,CE20-0743,Enforcement Case,"2446 DUNAWAY DR, SANTA ROSA CA 95403",3 trees between sidewalk and curb are dying; corner of Dunaway and Yardley,ZRM - Residential Miscellaneous,Closed,
9/18/2020,CE20-0742,Enforcement Case,"5946 SUNHAWK DR, SANTA ROSA CA 95409","5th wheel trailer, possibly inhabited, in driveway blocking sidewalk.",ZRVS - Residential Vehicular,Closed,
9/18/2020,CE20-0741,Enforcement Case,"990 WRIGHT ST, SANTA ROSA CA 95404",Garbage piling up in front for over a month,ZRTD - Residential Trash & Debris,In Progress,
9/18/2020,CE20-0740,Enforcement Case,"2180 MENDOCINO AVE, SANTA ROSA CA 95401",Vehicle into structure,ECO - Emergency Call Out,In Progress,
9/16/2020,CE20-0739,Enforcement Case,"1433 MCMINN AVE, SANTA ROSA CA 95407",EMERGENCY CALL OUT BY PD RE CANNABIS CULTIVATION.,ECO - EMERGENCY CALL OUT; CRR - CANNABIS REALTED RESPONSE,Closed,
9/16/2020,CE20-0738,Enforcement Case,"202 CALISTOGA RD, SANTA ROSA CA 95409",Large piles of yard waste against shared fence in backyard; more yard debris in the front yard close to sidewalk under redwood trees that need attention.,ZRTD - Residential Trash & Debris,In Progress,
9/16/2020,CE20-0737,Enforcement Case,"1431 MANZANITA AVE, SANTA ROSA CA 95404",Large number of cannabis plants growing up against shared fence.UPDATE 11/30/2020: Excessive amount of cats.,CRR - Cannabis Related Response,In Progress,
9/16/2020,CE20-0736,Enforcement Case,"924 QUIETO CALLE, SANTA ROSA CA 95409",Small boat next to/behind covered pickup in driveway.,ZRVS - Residential Vehicular,Closed,
9/16/2020,CE20-0735,Enforcement Case,"467 SEBASTOPOL AVE, SANTA ROSA CA 95401","Camper trailer ""supposedly being renovated"" seems to be unlicensed and used as a residence.UPDATE 9/30/2020: The people living in the trailer seem to be urinating/defecating outside in the gutter or on the rocks in the parking lot. There's a strong smell of urine and waste as you walk by.",ZCM - Commercial Miscellaneous,Closed,
9/16/2020,CE20-0734,Enforcement Case,"56 AUTUMN LEAF DR, SANTA ROSA CA 95409","Large, old oak with limbs growing into the street",ZRM - Residential Miscellaneous,Closed,
9/16/2020,CE20-0733,Enforcement Case,"5560 MONTECITO AVE, SANTA ROSA CA 95404",Rooster,ZRA - Residential Animal Violation,Closed,
9/16/2020,CE20-0732,Enforcement Case,"3725 HILLARY CT, SANTA ROSA CA 95403",Oversized RV parked and covered in driveway blocking sidewalk.White work truck parked on street w/o moving for over a month.,ZRVS - Residential Vehicular,Closed,
9/16/2020,CE20-0731,Enforcement Case,"1512 JOHN RICHARDS WAY, SANTA ROSA CA 95404",INFESTATION,HRS - SUBSTANDARD HOUSING,Closed,
9/16/2020,CE20-0730,Enforcement Case,"1209 14TH ST, SANTA ROSA CA 95404",OVERGROWN VEGETATION BLOCKING THE PUBLIC RIGHT OF WAY.,ZRM - RESIDENTIAL MISCELLANEOUS,Closed,
9/15/2020,CE20-0729,Enforcement Case,"6035 SUSAN DR, SANTA ROSA CA 95409",Rats,HRA - Substandard Housing,In Progress,
9/15/2020,CE20-0728,Enforcement Case,"634 WISTERIA LN, SANTA ROSA CA 95407",Rat nests and feces in utility closet and crossing common ground around the complex.,HRS - Substandard Housing,Investigate,
9/15/2020,CE20-0727,Enforcement Case,"1994 GLENWELL DR, SANTA ROSA CA 95404",Occupant running nail salon in house.,ZRHO - Home Occupation,Investigate,
9/15/2020,CE20-0726,Enforcement Case,"1575 YULUPA AVE, A, SANTA ROSA CA 95405","Broken heater; interior wall not repaired after car accident; front door sticking; ""toxic sludge"" dripping from a/c unit.",HRS - Substandard Housing,Closed,
9/15/2020,CE20-0725,Enforcement Case,"1836 BEACHWOOD DR, SANTA ROSA CA 95407","Shed or granny unit being built in setback area, no permit",BRNP - Building Residential No Permit,Closed,
9/15/2020,CE20-0724,Enforcement Case,"136 COLLEGE AVE, SANTA ROSA CA 95401",HOMELESS ENCAMPMENT TRASH AND DEBRIS.UPDATE 11/23/2020: ANOTHER INVESTIGATION FORM RECEIVED.,ZCTD - COMMERCIAL TRASH AND DEBRIS,Closed,
9/15/2020,CE20-0723,Enforcement Case,"2395 SAN MIGUEL AVE, SANTA ROSA CA 95403","BUILDING IN GARAGE WITHOUT PROPER PERMITS, STEAM ROOM AND SHOWER WITH DOOR OPENING.",BRNP - BUILDING RESIDENTIAL - NO PERMIT,In Progress,
9/15/2020,CE20-0722,Enforcement Case,"1346 KAWANA TER, SANTA ROSA CA 95404",Altering redwood tree on neighboring property without tree alteration permit,TREE - Tree Violation,Closed,
9/15/2020,CE20-0721,Enforcement Case,"2200 RANGE AVE, SANTA ROSA CA 95403",Vehicle impacted building,ECO - Emergency Call Out,Investigate,
9/14/2020,CE20-0720,Enforcement Case,"3910 PYLE AVE, SANTA ROSA CA 95407","SWO issued, fess applied. Electrical, building work being done without benefit of permit, new roof, new framing, insulation, electrical being done, new wiring. Living in structure, no bathroom - substandard conditions and electrical hazards.",SWO- Building no permit,Investigate,
9/14/2020,CE20-0719,Enforcement Case,"2025 BANJO DR, SANTA ROSA CA 95407",5th wheel with expired tags parked on street and hooked up to water and electricity from house.,ZRVS - Residential Vehicular,Closed,
9/14/2020,CE20-0718,Enforcement Case,"478 JOSE RAMON AVE, SANTA ROSA CA 95401","Two ""derelict"" automobiles with expired registrations and flat wheels in driveway for over 15 years.",ZRVS - Residential Vehicular,In Progress,
9/14/2020,CE20-0717,Enforcement Case,"901 RUSSELL AVE, SANTA ROSA CA","Low-growing, neglected trees at the corner of Russell and Range in the path of City buses.UPDATE 2-12-21: Resident complains of smoking on premises despite the fact that it is not permitted.",ZRM - Residential Miscellaneous,In Progress,
9/14/2020,CE20-0716,Enforcement Case,"2084 MT OLIVE WAY, SANTA ROSA CA 95404",Graffiti on sidewalk,GRAF - Graffiti,Closed,
9/14/2020,CE20-0715,Enforcement Case,"4968 CANYON DR, SANTA ROSA CA 95409",RoosterUPDATED 9/23/2020: 2nd Rooster complaint.,ZRA - Residential Animal Violation,Closed,
9/14/2020,CE20-0714,Enforcement Case,"5474 MONTECITO AVE, SANTA ROSA CA 95404","Rooster ""in the vicinity of the corner of Los Olivos and Montecito Ave.""",ZRA - Residential Animal Violation,Closed,
9/14/2020,CE20-0713,Enforcement Case,"4732 WOODCLIFF CT, SANTA ROSA CA 95405",Noise disturbance; generator.,ZRM - Residential Miscellaneous,Closed,
9/11/2020,CE20-0712,Enforcement Case,"3030 HOME RD, SANTA ROSA CA 95403","Dormant vehicle in driveway, tags expired",ZRVS - Residential Vehicular,In Progress,
9/11/2020,CE20-0711,Enforcement Case,"1004 RUTLEDGE AVE, SANTA ROSA CA 95404","No vent for clothes dryer, leaks in bathroom & kitchen, rats and cockroaches, dry rotted fence, floor tiles lifting, broken window, broken/inoperable garage door, inoperable a/c, large crack in cooling unit.",HRS - Substandard Housing,In Progress,
9/11/2020,CE20-0710,Enforcement Case,"1105 JENNINGS AVE, 2, SANTA ROSA CA 95401",Cockroach infestation,HRS - Substandard Housing,Investigate,
9/11/2020,CE20-0709,Enforcement Case,"1175 HALYARD DR, SANTA ROSA CA 95401","Two-story shed encroaching into setback, no permit.",BRNP - Building Residential No Permit,Closed,
9/11/2020,CE20-0708,Enforcement Case,"1688 JENNINGS AVE, SANTA ROSA CA 95401",Overgrown weeds,ZRM - Residential Miscellaneous,Closed,
9/11/2020,CE20-0707,Enforcement Case,"1431 MANHATTAN WAY, SANTA ROSA CA 95401",Overgrown weeds,ZRM - Residential Miscellaneous,Closed,
9/10/2020,CE20-0706,Enforcement Case,"3945 RINCON RIDGE DR, SANTA ROSA CA 95404",Damage trees from wildfire,ZRM Residential Miscellaneous,Closed,
9/10/2020,CE20-0705,Enforcement Case,"1359 PAGE CT, SANTA ROSA CA 95407",SWO ISSUED 9/10/2020 OUTDOOR KITCHEN WITHOUT BENEFIT OF PLUMBING PERMIT AND GRADING PERMIT.,SWO - STOP WORK ORDER; BRNP - BUILDING RESIDENTIAL - NO PERMIT,Closed,
9/9/2020,CE20-0704,Enforcement Case,"1658 EL CAMINO WAY, SANTA ROSA CA 95404",STOP WORK ORDER ISSUED 9/9/2020 REROOF AND SHEETING WITHOUT BENEFIT OF PERMIT.,SWO - STOP WORK ORDER; BRNP - BUILDING RESIDENTIAL - NO PERMIT,Closed,
9/9/2020,CE20-0703,Enforcement Case,"1663 JULIANNE PL, SANTA ROSA CA 95404",SWO ISSUED 9/9/2020 INTERIOR REMODEL BATH WITHOUT THE BENEFIT OF PERMITS.,BRNP - BUILDING RESIDENTIAL - NO PERMIT; SWO - STOP WORK ORDER,Closed,
9/9/2020,CE20-0702,Enforcement Case,"5514 RAINBOW CIR, SANTA ROSA CA 95409",GARBAGE/RECYCLE CANS BEING USED TO HOLD PARKING SPACES.,ZRM - RESIDENTIAL MISCELLANEOUS,Closed,
9/9/2020,CE20-0701,Enforcement Case,"2116 WEDGEWOOD WAY, SANTA ROSA CA 95404","CONCERNS WITH RETAINING WALL BUILT WHICH METAL PANELS ARE BREACHED, QUESTIONABLE DRAINAGE AND CONSTRUCTION WALL ALLOWS FOR DIRT TO ESCAPE (SEE CE19-0860).",ZRM - RESIDENTIAL MISCELLANEOUS,In Progress,
9/8/2020,CE20-0700,Enforcement Case,"1307 RIVERA CT, SANTA ROSA CA 95409","SWO - 1 hr Senior CEO, interior remodel, wall removed. plans are required.",SWO - Residential interior remodel without permit,Closed,
9/4/2020,CE20-0699,Enforcement Case,"3936 HANSFORD CT, SANTA ROSA CA 95404",Unpermitted construction of cinderblock wall over 3 ft tall,BRNP - Building Residential No Permit,Closed,
9/3/2020,CE20-0698,Enforcement Case,"2458 BIG OAK DR, SANTA ROSA CA 95401",Cannabis grow in rear yard,CRR - Cannabis Related Response,Closed,
9/3/2020,CE20-0697,Enforcement Case,"0 MELBROOK WAY, SANTA ROSA CA 95405","Dying oak tree leaning at 45º angle, leaning over street and neighboring driveway.",ZRM - Residential Miscellaneous,Investigate,
9/3/2020,CE20-0696,Enforcement Case,"925 GEORGIA ST, SANTA ROSA CA 95404",Garbage bins in street 24/7; resident gets angry if others park there and takes countermeasures.,ZRM - Residential Miscellaneous,Closed,
9/3/2020,CE20-0695,Enforcement Case,"2152 SERVICE CT, SANTA ROSA CA 95403","Fence being constructed in front yard, ""well along"" in construction of a ""5-foot+"" fence. (Also, garage may have been converted; no permit on file, but also no proof of this.)",BRNP - Building Residential No Permit,In Progress,
9/3/2020,CE20-0694,Enforcement Case,"4033 AGASSI DR, SANTA ROSA CA 95407",Rooster; possibly more than two hens.,ZRA - Residential Animal Violation,Closed,
9/3/2020,CE20-0693,Enforcement Case,"569 SUMMERFIELD RD, SANTA ROSA CA 95405","Several tents, exceeding 500sf erected and placed on plywood.  Structure(s) encroach into setback area(s) and appear to be unstable.  No permit(s) issued.UPDATE 11/6/2020 - Received another investigation form, home occupation.",BCNP - Building Commercial No Permit,Closed,
9/2/2020,CE20-0692,Enforcement Case,"432 DEERFIELD CIR, SANTA ROSA CA 95409",POSSIBLE MEDICAL CARE FACILITY,ZRHO - HOME OCCUPATION,Closed,
9/2/2020,CE20-0691,Enforcement Case,"1517 HEATHER DR, SANTA ROSA CA 95401","FEMALE RENTER IS EMPLOYING WORKERS, LETTING THEM SLEEP AT THE HOUSE ALONG WITH A MAKESHIFT SHACK IN THE BACK YARD.",HRIL - ILLEGAL RESIDENTIAL UNIT; ZRHO - HOME OCCUPATION,Closed,
9/2/2020,CE20-0690,Enforcement Case,"3450 LAKE PARK DR, SANTA ROSA CA 95403",HOMELESS ENCAMPMENT LEADING TO AN ABUNDANCE OF TRASH AND DEBRIS ACCUMULATION,ZRTD - RESIDENTIAL TRASH AND DEBRIS,In Progress,
9/2/2020,CE20-0689,Enforcement Case,"1180 HOPPER AVE, B, SANTA ROSA CA 95403",STORED VEHICLE IN THE DRIVEWAY,ZRVS - RESIDENTIAL VEHICULAR,Closed,
9/1/2020,CE20-0688,Enforcement Case,"1014 PRESSLEY ST, SANTA ROSA CA 95404",POSSIBLE UNPERMITTED ADU.,HRIL - ILLEGAL RESIDENTIAL UNIT,Closed,
9/1/2020,CE20-0687,Enforcement Case,"2482 LEMUR ST, SANTA ROSA CA 95401",Old refrigerator on lawn for two weeks.,ZRM - Residential Miscellaneous,Closed,
9/1/2020,CE20-0686,Enforcement Case,"1765 MANOR DR, SANTA ROSA CA 95403",Cat house with canopy attached to side of house; cat run encroaching into side yard setback and attached to fence.,ZRM - Residential Miscellaneous,In Progress,
9/1/2020,CE20-0685,Enforcement Case,"1935 SIESTA LN, SANTA ROSA CA 95404",Tall trailer parked in side yard next to driveway,ZRVS - Residential Vehicular,Closed,
9/1/2020,CE20-0684,Enforcement Case,"4822 SULLIVAN WAY, SANTA ROSA CA 95409","Tall, dry vegetation",ZRM - Residential Miscellaneous,In Progress,
9/1/2020,CE20-0683,Enforcement Case,"4814 SULLIVAN WAY, SANTA ROSA CA 95409","Tall, dry vegetation",ZRM - Residential Miscellaneous,Closed,
9/1/2020,CE20-0682,Enforcement Case,"745 MONTCLAIR DR, SANTA ROSA CA 95409","Very tall shed/barn in backyard, possibly encroaching into side yard setback.",BRNP - Building Residential No Permit,In Progress,
8/31/2020,CE20-0681,Enforcement Case,"1763 ROSE AVE, SANTA ROSA CA 95407",STOP WORK ORDER ISSUED 8/31/2020: INTERIOR REMODEL WITHOUT BENEFIT OF PROPER PERMITS OR INSPECTIONS.,BRNP - BUILDING RESIDENTIAL - NO PERMIT,Planning Review,
8/31/2020,CE20-0680,Enforcement Case,"3551 FLINTWOOD DR, SANTA ROSA CA 95404",Possible commercial cooking,ZRHO - Home Occupation,Investigate,
8/31/2020,CE20-0679,Enforcement Case,"1625 FRANKLIN AVE, SANTA ROSA CA 95404",Noise nuisance,ZCM - Commercial Miscellaneous,Closed,
8/28/2020,CE20-0678,Enforcement Case,"1111 PETALUMA HILL RD, SANTA ROSA CA 95404",Litter and debris in parking lot,ZCTD - Commercial Trash & Debris,Closed,
8/28/2020,CE20-0677,Enforcement Case,"2783 RED TAIL ST, SANTA ROSA CA 95407",Brush & tree overgrowth encroaching over property line,ZRM - Residential Miscellaneous,Closed,
8/27/2020,CE20-0676,Enforcement Case,"919 PACIFIC AVE, SANTA ROSA CA 95404",Pool addition over 120 square feet and garage conversion without permits and benefit of inspections.,BRNP - Building without Permits,Closed,
8/27/2020,CE20-0675,Enforcement Case,"1119 PETALUMA HILL RD, SANTA ROSA CA 95404",HOMELESS ENCAMPMENT ACCUMULATION OF TRASH AND DEBRIS.,ZCTD - COMMERCIAL TRASH AND DEBRIS,Closed,
8/27/2020,CE20-0674,Enforcement Case,"1844 MESA WAY, SANTA ROSA CA 95407","STOP WORK ORDER ISSUED 8/27/2020 - ADU CONVERSION WITHOUT BENEFIT OF PERMIT(S) AND INSPECTIONS. MECHANICAL, PLUMBING, ELECTRICAL AND BUILDING PERMITS REQUIRED.",BRNP - BUILDING RESIDENTIAL - NO PERMIT,Closed,
8/26/2020,CE20-0673,Enforcement Case,"3900 SAGE HILL PL, SANTA ROSA CA 95404",Developer cut down 4 live 200-ft Redwood trees.,TREE - Tree violation,Investigate,
8/26/2020,CE20-0672,Enforcement Case,"5093 DUPONT DR, SANTA ROSA CA 95409","Overgrown tree encroaching into two neighbors' yards, including complainant's",ZRM - Residential Miscellaneous,Investigate,
8/26/2020,CE20-0671,Enforcement Case,"442 HUMBOLDT ST, B, SANTA ROSA CA 95404","Smoking in shared unit, possibly over-populated (complainant reports 5 residents)",ZRM - Residential Miscellaneous,Investigate,
